yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,maybe,maybe,yes,False
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,no,no,yes,False
yes,no,no,yes,False
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,maybe,maybe,yes,False
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,no,no,yes,False
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,no,no,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,maybe,maybe,yes,False
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
yes,yes,yes,yes,True
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,maybe,maybe,no,False
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,yes,yes,no,False
no,no,no,no,True
no,maybe,maybe,no,False
no,no,no,no,True
no,yes,yes,no,False
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,yes,yes,no,False
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,maybe,maybe,no,False
no,yes,yes,no,False
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,maybe,maybe,no,False
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,yes,yes,no,False
no,maybe,maybe,no,False
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,yes,yes,no,False
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,maybe,maybe,no,False
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,yes,yes,no,False
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
no,no,no,no,True
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,maybe,maybe,maybe,True
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,no,no,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,maybe,maybe,maybe,True
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,maybe,maybe,maybe,True
maybe,maybe,maybe,maybe,True
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,maybe,maybe,maybe,True
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,yes,yes,maybe,False
maybe,no,no,maybe,False
maybe,no,no,maybe,False
maybe,no,no,maybe,False
